ticket_id,order_date,restaurant,meal_period,menu_item,item_category,quantity,unit_price,revenue,booking_source,guest_count,table_id
R20886,2025-01-25,Bella Roma,Lunch,Espresso,Drinks,1,3,3,Phone,5,T23
R20889,2025-01-25,La Trattoria,Lunch,Quattro Stagioni,Pizza,1,18,18,Partner App,2,T21
R21007,2025-01-25,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Walk-in,3,T21
R21035,2025-01-25,Il Capriccio,Dinner,Gelato,Dessert,1,6,6,Phone,1,T14
R20053,2025-01-26,Bella Roma,Lunch,Tiramisu,Dessert,1,8,8,Walk-in,1,T12
R20054,2025-01-26,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Phone,4,T25
R20097,2025-01-26,Il Capriccio,Lunch,Sparkling Water,Drinks,1,4,4,Walk-in,2,T03
R20322,2025-01-26,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Partner App,2,T05
R20324,2025-01-26,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Phone,1,T06
R20482,2025-01-26,Il Capriccio,Lunch,Lasagna,Pasta,1,18,18,Phone,1,T14
R20609,2025-01-26,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Partner App,1,T16
R20645,2025-01-26,La Trattoria,Lunch,Quattro Stagioni,Pizza,2,18,36,Partner App,5,T10
R21003,2025-01-26,Bella Roma,Lunch,Gelato,Dessert,1,6,6,Walk-in,4,T15
R21132,2025-01-26,Bella Roma,Lunch,Quattro Stagioni,Pizza,2,18,36,Walk-in,3,T20
R20042,2025-01-27,Bella Roma,Dinner,Sparkling Water,Drinks,3,4,12,Phone,5,T07
R20248,2025-01-27,La Trattoria,Lunch,Margherita Pizza,Pizza,2,14,28,Phone,4,T14
R20270,2025-01-27,La Trattoria,Dinner,Penne Arrabbiata,Pasta,2,14,28,Online,4,T11
R20297,2025-01-27,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,2,19,38,Online,2,T16
R20444,2025-01-27,Bella Roma,Lunch,Lasagna,Pasta,1,18,18,Walk-in,1,T24
R20559,2025-01-27,Bella Roma,Dinner,Panna Cotta,Dessert,1,7,7,Walk-in,2,T03
R20681,2025-01-27,La Trattoria,Dinner,Gelato,Dessert,1,6,6,Walk-in,2,T21
R20701,2025-01-27,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Partner App,3,T13
R20830,2025-01-27,La Trattoria,Lunch,Tiramisu,Dessert,1,8,8,Online,2,T24
R20876,2025-01-27,La Trattoria,Lunch,Diavola,Pizza,1,16,16,Online,1,T24
R20971,2025-01-27,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,3,16,48,Walk-in,4,T24
R21013,2025-01-27,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,3,T12
R20114,2025-01-28,Bella Roma,Lunch,Penne Arrabbiata,Pasta,1,14,14,Online,1,T18
R20126,2025-01-28,Il Capriccio,Dinner,House Wine,Drinks,2,12,24,Walk-in,4,T25
R20278,2025-01-28,La Trattoria,Dinner,Penne Arrabbiata,Pasta,1,14,14,Walk-in,2,T11
R20386,2025-01-28,Il Capriccio,Dinner,Sparkling Water,Drinks,2,4,8,Online,3,T23
R20409,2025-01-28,Bella Roma,Dinner,Diavola,Pizza,1,16,16,Walk-in,5,T04
R20477,2025-01-28,La Trattoria,Dinner,Lasagna,Pasta,1,18,18,Phone,1,T15
R20485,2025-01-28,Il Capriccio,Dinner,Margherita Pizza,Pizza,1,14,14,Partner App,3,T25
R20770,2025-01-28,Il Capriccio,Lunch,Margherita Pizza,Pizza,2,14,28,Partner App,2,T05
R20855,2025-01-28,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Phone,2,T07
R21055,2025-01-28,Bella Roma,Dinner,Penne Arrabbiata,Pasta,1,14,14,Walk-in,2,T25
R21089,2025-01-28,Il Capriccio,Lunch,Tiramisu,Dessert,2,8,16,Phone,5,T25
R21101,2025-01-28,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Phone,3,T04
R21184,2025-01-28,Bella Roma,Dinner,House Wine,Drinks,1,12,12,Online,2,T04
R21189,2025-01-28,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Partner App,2,T14
R20002,2025-01-29,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,2,16,32,Online,2,T20
R20010,2025-01-29,Il Capriccio,Lunch,House Wine,Drinks,2,12,24,Online,4,T15
R20088,2025-01-29,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Walk-in,1,T22
R20100,2025-01-29,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,2,14,28,Walk-in,4,T01
R20179,2025-01-29,Il Capriccio,Lunch,Diavola,Pizza,3,16,48,Phone,4,T21
R20306,2025-01-29,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Walk-in,1,T16
R20316,2025-01-29,Il Capriccio,Dinner,Tiramisu,Dessert,2,8,16,Online,3,T25
R20604,2025-01-29,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Partner App,1,T06
R20606,2025-01-29,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,1,14,14,Walk-in,3,T17
R20729,2025-01-29,Il Capriccio,Lunch,Espresso,Drinks,2,3,6,Phone,4,T03
R20744,2025-01-29,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Partner App,2,T17
R20997,2025-01-29,La Trattoria,Dinner,Quattro Stagioni,Pizza,3,18,54,Online,5,T07
R21041,2025-01-29,Bella Roma,Dinner,Penne Arrabbiata,Pasta,1,14,14,Partner App,2,T20
R21125,2025-01-29,Il Capriccio,Lunch,Quattro Stagioni,Pizza,1,18,18,Online,1,T08
R21128,2025-01-29,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Walk-in,2,T22
R20146,2025-01-30,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,3,T02
R20157,2025-01-30,Bella Roma,Dinner,Quattro Stagioni,Pizza,1,18,18,Online,5,T14
R20196,2025-01-30,La Trattoria,Dinner,Panna Cotta,Dessert,3,7,21,Phone,2,T10
R20389,2025-01-30,Bella Roma,Lunch,Penne Arrabbiata,Pasta,2,14,28,Online,2,T05
R20881,2025-01-30,La Trattoria,Lunch,Spaghetti Carbonara,Pasta,2,16,32,Online,4,T14
R21059,2025-01-30,La Trattoria,Dinner,House Wine,Drinks,1,12,12,Partner App,4,T05
R21197,2025-01-30,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Phone,6,T11
R20039,2025-01-31,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Online,2,T06
R20099,2025-01-31,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Online,2,T07
R20217,2025-01-31,Il Capriccio,Lunch,Lasagna,Pasta,1,18,18,Partner App,3,T13
R20261,2025-01-31,Bella Roma,Dinner,Gelato,Dessert,1,6,6,Phone,1,T18
R20311,2025-01-31,Bella Roma,Dinner,Panna Cotta,Dessert,1,7,7,Phone,1,T04
R20785,2025-01-31,La Trattoria,Dinner,Sparkling Water,Drinks,1,4,4,Online,4,T13
R20811,2025-01-31,Bella Roma,Lunch,Margherita Pizza,Pizza,2,14,28,Partner App,3,T19
R20844,2025-01-31,La Trattoria,Lunch,Quattro Stagioni,Pizza,1,18,18,Online,4,T22
R20893,2025-01-31,Bella Roma,Dinner,Lasagna,Pasta,1,18,18,Walk-in,5,T20
R20966,2025-01-31,La Trattoria,Dinner,Gelato,Dessert,1,6,6,Walk-in,2,T09
R21040,2025-01-31,Il Capriccio,Dinner,Espresso,Drinks,1,3,3,Online,6,T21
R21121,2025-01-31,La Trattoria,Dinner,Espresso,Drinks,2,3,6,Walk-in,4,T21
R21138,2025-01-31,La Trattoria,Lunch,Sparkling Water,Drinks,2,4,8,Walk-in,2,T25
R20131,2025-02-01,Bella Roma,Lunch,Tiramisu,Dessert,2,8,16,Phone,3,T04
R20178,2025-02-01,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Online,5,T19
R20193,2025-02-01,Bella Roma,Lunch,Espresso,Drinks,2,3,6,Online,2,T03
R20255,2025-02-01,Bella Roma,Dinner,Margherita Pizza,Pizza,1,14,14,Online,2,T14
R20375,2025-02-01,Bella Roma,Dinner,Lasagna,Pasta,1,18,18,Partner App,3,T18
R20959,2025-02-01,Il Capriccio,Dinner,Panna Cotta,Dessert,1,7,7,Walk-in,1,T17
R20973,2025-02-01,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Phone,4,T02
R20979,2025-02-01,La Trattoria,Dinner,House Wine,Drinks,2,12,24,Walk-in,2,T09
R20045,2025-02-02,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Online,4,T16
R20266,2025-02-02,Bella Roma,Dinner,Espresso,Drinks,2,3,6,Online,2,T24
R20605,2025-02-02,Bella Roma,Dinner,Quattro Stagioni,Pizza,3,18,54,Walk-in,4,T24
R20693,2025-02-02,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Online,2,T11
R20763,2025-02-02,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Partner App,2,T09
R21038,2025-02-02,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Online,2,T21
R21154,2025-02-02,Bella Roma,Dinner,Quattro Stagioni,Pizza,1,18,18,Online,1,T22
R20165,2025-02-03,La Trattoria,Dinner,Sparkling Water,Drinks,1,4,4,Phone,4,T14
R20537,2025-02-03,Bella Roma,Lunch,Espresso,Drinks,1,3,3,Walk-in,1,T14
R20538,2025-02-03,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Partner App,3,T13
R20572,2025-02-03,Bella Roma,Dinner,Gelato,Dessert,1,6,6,Phone,4,T10
R20800,2025-02-03,Il Capriccio,Lunch,Quattro Stagioni,Pizza,1,18,18,Partner App,2,T06
R20943,2025-02-03,Bella Roma,Dinner,Gelato,Dessert,1,6,6,Phone,1,T23
R20074,2025-02-04,Bella Roma,Lunch,Diavola,Pizza,2,16,32,Phone,2,T23
R20095,2025-02-04,La Trattoria,Dinner,Tiramisu,Dessert,1,8,8,Online,3,T24
R20198,2025-02-04,Bella Roma,Dinner,Margherita Pizza,Pizza,1,14,14,Partner App,2,T02
R20262,2025-02-04,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Partner App,1,T23
R20299,2025-02-04,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Walk-in,3,T03
R20372,2025-02-04,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Walk-in,3,T01
R20505,2025-02-04,La Trattoria,Lunch,Risotto ai Funghi,Pasta,1,19,19,Online,6,T10
R20623,2025-02-04,Il Capriccio,Lunch,Panna Cotta,Dessert,1,7,7,Phone,4,T17
R20658,2025-02-04,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Online,1,T20
R20755,2025-02-04,Bella Roma,Lunch,Lasagna,Pasta,1,18,18,Phone,4,T01
R20826,2025-02-04,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Phone,3,T05
R20977,2025-02-04,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,2,T21
R21034,2025-02-04,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Partner App,1,T21
R21155,2025-02-04,Il Capriccio,Lunch,Sparkling Water,Drinks,2,4,8,Phone,3,T17
R20303,2025-02-05,La Trattoria,Dinner,Margherita Pizza,Pizza,1,14,14,Phone,2,T15
R20446,2025-02-05,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Walk-in,2,T24
R20718,2025-02-05,La Trattoria,Lunch,Margherita Pizza,Pizza,1,14,14,Walk-in,2,T10
R20910,2025-02-05,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Partner App,1,T25
R21005,2025-02-05,Il Capriccio,Lunch,Sparkling Water,Drinks,2,4,8,Walk-in,4,T20
R21074,2025-02-05,Il Capriccio,Lunch,Quattro Stagioni,Pizza,2,18,36,Phone,5,T09
R20008,2025-02-06,Bella Roma,Dinner,Margherita Pizza,Pizza,1,14,14,Partner App,3,T18
R20032,2025-02-06,La Trattoria,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,2,T24
R20227,2025-02-06,La Trattoria,Lunch,Risotto ai Funghi,Pasta,1,19,19,Partner App,6,T16
R20237,2025-02-06,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Partner App,1,T05
R20273,2025-02-06,Bella Roma,Dinner,Quattro Stagioni,Pizza,1,18,18,Online,4,T15
R20400,2025-02-06,Il Capriccio,Lunch,House Wine,Drinks,3,12,36,Partner App,2,T05
R20408,2025-02-06,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,3,16,48,Walk-in,5,T18
R20441,2025-02-06,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Walk-in,4,T06
R20510,2025-02-06,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Partner App,3,T22
R20742,2025-02-06,Il Capriccio,Dinner,Sparkling Water,Drinks,1,4,4,Partner App,1,T18
R21026,2025-02-06,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Online,2,T08
R21112,2025-02-06,Il Capriccio,Lunch,Espresso,Drinks,1,3,3,Walk-in,2,T10
R21156,2025-02-06,Bella Roma,Lunch,Gelato,Dessert,2,6,12,Partner App,1,T01
R20307,2025-02-07,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,2,19,38,Online,2,T02
R20349,2025-02-07,La Trattoria,Dinner,Espresso,Drinks,1,3,3,Partner App,1,T18
R20368,2025-02-07,La Trattoria,Dinner,Gelato,Dessert,1,6,6,Walk-in,3,T19
R20465,2025-02-07,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Walk-in,2,T23
R20657,2025-02-07,Il Capriccio,Lunch,Gelato,Dessert,2,6,12,Walk-in,1,T06
R20832,2025-02-07,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Walk-in,3,T21
R20902,2025-02-07,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Partner App,2,T20
R21025,2025-02-07,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,1,14,14,Phone,3,T11
R21174,2025-02-07,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Online,3,T04
R20208,2025-02-08,La Trattoria,Dinner,House Wine,Drinks,1,12,12,Walk-in,6,T22
R20286,2025-02-08,Bella Roma,Dinner,Risotto ai Funghi,Pasta,2,19,38,Partner App,3,T08
R20328,2025-02-08,La Trattoria,Lunch,Risotto ai Funghi,Pasta,3,19,57,Partner App,5,T05
R20580,2025-02-08,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Phone,3,T25
R20700,2025-02-08,Il Capriccio,Lunch,House Wine,Drinks,1,12,12,Walk-in,1,T23
R20944,2025-02-08,La Trattoria,Lunch,House Wine,Drinks,1,12,12,Online,4,T17
R21031,2025-02-08,Il Capriccio,Dinner,Margherita Pizza,Pizza,1,14,14,Online,6,T11
R20023,2025-02-09,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Online,3,T18
R20083,2025-02-09,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,2,16,32,Partner App,4,T17
R20141,2025-02-09,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Partner App,3,T04
R20362,2025-02-09,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Phone,1,T15
R20432,2025-02-09,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Online,2,T20
R20487,2025-02-09,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Phone,2,T12
R20636,2025-02-09,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Phone,2,T13
R20664,2025-02-09,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Online,4,T17
R20688,2025-02-09,La Trattoria,Dinner,Espresso,Drinks,1,3,3,Online,3,T18
R20866,2025-02-09,Bella Roma,Lunch,Diavola,Pizza,2,16,32,Online,2,T24
R21092,2025-02-09,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Phone,4,T01
R21173,2025-02-09,Il Capriccio,Dinner,Panna Cotta,Dessert,1,7,7,Partner App,2,T24
R21178,2025-02-09,Bella Roma,Dinner,Margherita Pizza,Pizza,1,14,14,Partner App,2,T14
R20044,2025-02-10,Bella Roma,Lunch,Diavola,Pizza,1,16,16,Phone,1,T08
R20210,2025-02-10,La Trattoria,Dinner,Panna Cotta,Dessert,1,7,7,Online,1,T19
R20219,2025-02-10,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Walk-in,2,T08
R20251,2025-02-10,Bella Roma,Lunch,Lasagna,Pasta,1,18,18,Phone,4,T19
R20377,2025-02-10,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Walk-in,3,T12
R20503,2025-02-10,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Phone,2,T09
R20603,2025-02-10,Il Capriccio,Dinner,House Wine,Drinks,2,12,24,Partner App,4,T21
R20646,2025-02-10,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Online,2,T11
R20715,2025-02-10,Il Capriccio,Lunch,House Wine,Drinks,1,12,12,Online,1,T10
R20767,2025-02-10,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,1,19,19,Phone,4,T14
R20934,2025-02-10,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Online,3,T21
R20951,2025-02-10,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Phone,2,T24
R20987,2025-02-10,Il Capriccio,Lunch,Panna Cotta,Dessert,2,7,14,Partner App,2,T11
R20147,2025-02-11,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Walk-in,5,T09
R20424,2025-02-11,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Walk-in,3,T08
R20528,2025-02-11,Il Capriccio,Lunch,Lasagna,Pasta,3,18,54,Partner App,2,T11
R20531,2025-02-11,Bella Roma,Lunch,Margherita Pizza,Pizza,1,14,14,Partner App,4,T02
R20747,2025-02-11,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,2,16,32,Online,3,T21
R20831,2025-02-11,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Phone,6,T23
R20941,2025-02-11,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Partner App,4,T09
R20946,2025-02-11,La Trattoria,Dinner,Espresso,Drinks,1,3,3,Walk-in,2,T04
R21045,2025-02-11,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Partner App,5,T16
R21094,2025-02-11,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Phone,6,T07
R20078,2025-02-12,Il Capriccio,Dinner,Espresso,Drinks,2,3,6,Phone,1,T04
R20449,2025-02-12,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Walk-in,2,T21
R20612,2025-02-12,La Trattoria,Dinner,Tiramisu,Dessert,1,8,8,Partner App,2,T13
R20613,2025-02-12,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Partner App,4,T10
R20819,2025-02-12,La Trattoria,Dinner,Sparkling Water,Drinks,1,4,4,Phone,2,T23
R20030,2025-02-13,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Walk-in,2,T21
R20065,2025-02-13,La Trattoria,Lunch,Risotto ai Funghi,Pasta,1,19,19,Phone,3,T05
R20096,2025-02-13,La Trattoria,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,3,T15
R20304,2025-02-13,Bella Roma,Dinner,Diavola,Pizza,3,16,48,Walk-in,3,T04
R20323,2025-02-13,La Trattoria,Lunch,Tiramisu,Dessert,2,8,16,Phone,4,T21
R20562,2025-02-13,Il Capriccio,Lunch,Quattro Stagioni,Pizza,1,18,18,Partner App,2,T22
R20702,2025-02-13,Il Capriccio,Dinner,Risotto ai Funghi,Pasta,1,19,19,Phone,2,T18
R20750,2025-02-13,La Trattoria,Lunch,Margherita Pizza,Pizza,1,14,14,Phone,1,T09
R20753,2025-02-13,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Online,3,T12
R20882,2025-02-13,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Online,3,T02
R20107,2025-02-14,Bella Roma,Lunch,Penne Arrabbiata,Pasta,1,14,14,Phone,2,T15
R20415,2025-02-14,Bella Roma,Lunch,Panna Cotta,Dessert,1,7,7,Online,5,T18
R20529,2025-02-14,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Phone,2,T03
R20614,2025-02-14,La Trattoria,Lunch,Tiramisu,Dessert,1,8,8,Walk-in,4,T18
R20738,2025-02-14,Il Capriccio,Lunch,House Wine,Drinks,1,12,12,Partner App,3,T03
R20862,2025-02-14,Il Capriccio,Lunch,Lasagna,Pasta,2,18,36,Walk-in,2,T19
R20958,2025-02-14,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Online,3,T03
R21087,2025-02-14,Bella Roma,Dinner,Espresso,Drinks,2,3,6,Phone,3,T21
R20081,2025-02-15,Bella Roma,Dinner,Risotto ai Funghi,Pasta,1,19,19,Walk-in,1,T07
R20207,2025-02-15,La Trattoria,Lunch,Risotto ai Funghi,Pasta,1,19,19,Online,2,T16
R20501,2025-02-15,La Trattoria,Dinner,House Wine,Drinks,1,12,12,Walk-in,1,T22
R20676,2025-02-15,La Trattoria,Lunch,Sparkling Water,Drinks,2,4,8,Partner App,4,T10
R20727,2025-02-15,La Trattoria,Lunch,Margherita Pizza,Pizza,1,14,14,Phone,4,T16
R20748,2025-02-15,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Walk-in,4,T20
R20821,2025-02-15,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,3,19,57,Partner App,3,T13
R21102,2025-02-15,Il Capriccio,Dinner,Risotto ai Funghi,Pasta,1,19,19,Walk-in,2,T20
R21114,2025-02-15,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Online,2,T11
R20173,2025-02-16,La Trattoria,Lunch,Diavola,Pizza,1,16,16,Partner App,2,T14
R20238,2025-02-16,Bella Roma,Dinner,Penne Arrabbiata,Pasta,1,14,14,Partner App,3,T03
R20416,2025-02-16,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,2,19,38,Online,6,T17
R20451,2025-02-16,Bella Roma,Lunch,Espresso,Drinks,1,3,3,Online,3,T06
R20779,2025-02-16,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Phone,2,T19
R20798,2025-02-16,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,2,T01
R21012,2025-02-16,La Trattoria,Lunch,Tiramisu,Dessert,1,8,8,Walk-in,2,T18
R21052,2025-02-16,La Trattoria,Lunch,Margherita Pizza,Pizza,1,14,14,Phone,2,T08
R20047,2025-02-17,La Trattoria,Lunch,Risotto ai Funghi,Pasta,1,19,19,Online,4,T24
R20052,2025-02-17,Il Capriccio,Dinner,Diavola,Pizza,2,16,32,Phone,2,T25
R20337,2025-02-17,Bella Roma,Lunch,House Wine,Drinks,2,12,24,Walk-in,2,T06
R20421,2025-02-17,Bella Roma,Lunch,House Wine,Drinks,1,12,12,Phone,4,T16
R20435,2025-02-17,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Phone,5,T18
R20437,2025-02-17,Il Capriccio,Lunch,Diavola,Pizza,1,16,16,Walk-in,2,T16
R20458,2025-02-17,Il Capriccio,Lunch,Sparkling Water,Drinks,1,4,4,Online,4,T20
R20514,2025-02-17,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Phone,1,T24
R20557,2025-02-17,Il Capriccio,Lunch,Diavola,Pizza,1,16,16,Walk-in,2,T03
R20706,2025-02-17,Il Capriccio,Lunch,Sparkling Water,Drinks,2,4,8,Online,2,T21
R20761,2025-02-17,Bella Roma,Lunch,Espresso,Drinks,1,3,3,Partner App,4,T13
R20975,2025-02-17,Bella Roma,Dinner,Diavola,Pizza,1,16,16,Partner App,6,T01
R21077,2025-02-17,La Trattoria,Lunch,Quattro Stagioni,Pizza,1,18,18,Online,2,T15
R20016,2025-02-18,Il Capriccio,Dinner,Panna Cotta,Dessert,3,7,21,Online,1,T06
R20112,2025-02-18,La Trattoria,Dinner,Lasagna,Pasta,1,18,18,Phone,4,T23
R20129,2025-02-18,Bella Roma,Dinner,Panna Cotta,Dessert,2,7,14,Partner App,2,T02
R20145,2025-02-18,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,1,19,19,Partner App,2,T09
R20241,2025-02-18,La Trattoria,Lunch,Tiramisu,Dessert,1,8,8,Walk-in,2,T14
R20404,2025-02-18,Bella Roma,Lunch,Espresso,Drinks,1,3,3,Online,4,T22
