ticket_id,order_date,restaurant,meal_period,menu_item,item_category,quantity,unit_price,revenue,booking_source,guest_count,table_id
R20599,2025-03-13,Bella Roma,Lunch,House Wine,Drinks,1,12,12,Online,1,T12
R20643,2025-03-13,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,1,14,14,Walk-in,4,T01
R20771,2025-03-13,Bella Roma,Dinner,Gelato,Dessert,2,6,12,Online,5,T19
R20883,2025-03-13,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Walk-in,2,T02
R21066,2025-03-13,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Walk-in,1,T03
R20019,2025-03-14,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Phone,3,T12
R20330,2025-03-14,Il Capriccio,Lunch,Tiramisu,Dessert,3,8,24,Partner App,6,T12
R20459,2025-03-14,Bella Roma,Dinner,Panna Cotta,Dessert,2,7,14,Walk-in,1,T12
R20474,2025-03-14,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Phone,3,T13
R20518,2025-03-14,La Trattoria,Lunch,Espresso,Drinks,3,3,9,Online,1,T09
R20616,2025-03-14,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,1,19,19,Partner App,2,T12
R20382,2025-03-15,La Trattoria,Lunch,Spaghetti Carbonara,Pasta,2,16,32,Partner App,2,T21
R20429,2025-03-15,Bella Roma,Dinner,Lasagna,Pasta,3,18,54,Phone,6,T10
R20578,2025-03-15,La Trattoria,Lunch,House Wine,Drinks,1,12,12,Online,2,T20
R20752,2025-03-15,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Online,1,T12
R20780,2025-03-15,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Online,3,T03
R20804,2025-03-15,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,2,T17
R20859,2025-03-15,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Online,2,T23
R20903,2025-03-15,La Trattoria,Lunch,Panna Cotta,Dessert,1,7,7,Online,4,T24
R20917,2025-03-15,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Online,6,T12
R20116,2025-03-16,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Online,2,T09
R20139,2025-03-16,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Partner App,4,T19
R20288,2025-03-16,La Trattoria,Dinner,Panna Cotta,Dessert,1,7,7,Online,4,T18
R20378,2025-03-16,Il Capriccio,Lunch,Quattro Stagioni,Pizza,2,18,36,Walk-in,1,T08
R20486,2025-03-16,La Trattoria,Dinner,Espresso,Drinks,1,3,3,Online,2,T06
R20516,2025-03-16,La Trattoria,Lunch,House Wine,Drinks,3,12,36,Walk-in,2,T23
R20556,2025-03-16,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Partner App,1,T02
R20558,2025-03-16,Il Capriccio,Lunch,Panna Cotta,Dessert,1,7,7,Online,3,T18
R20618,2025-03-16,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Online,2,T13
R20737,2025-03-16,Bella Roma,Lunch,Quattro Stagioni,Pizza,2,18,36,Partner App,3,T16
R20787,2025-03-16,Bella Roma,Lunch,Penne Arrabbiata,Pasta,2,14,28,Phone,2,T06
R20919,2025-03-16,Bella Roma,Dinner,Quattro Stagioni,Pizza,2,18,36,Partner App,2,T07
R21043,2025-03-16,Il Capriccio,Lunch,Sparkling Water,Drinks,2,4,8,Phone,2,T06
R21105,2025-03-16,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Phone,2,T08
R20057,2025-03-17,La Trattoria,Dinner,Panna Cotta,Dessert,1,7,7,Online,2,T06
R20177,2025-03-17,Bella Roma,Lunch,Tiramisu,Dessert,1,8,8,Phone,3,T22
R20214,2025-03-17,Il Capriccio,Lunch,Quattro Stagioni,Pizza,1,18,18,Phone,4,T13
R20661,2025-03-17,Il Capriccio,Lunch,Sparkling Water,Drinks,2,4,8,Walk-in,1,T01
R20783,2025-03-17,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,2,T22
R20967,2025-03-17,Bella Roma,Dinner,Quattro Stagioni,Pizza,2,18,36,Walk-in,4,T05
R20026,2025-03-18,La Trattoria,Lunch,Gelato,Dessert,1,6,6,Partner App,6,T02
R20072,2025-03-18,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Phone,4,T14
R20080,2025-03-18,Il Capriccio,Lunch,Espresso,Drinks,2,3,6,Walk-in,1,T13
R20443,2025-03-18,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,1,19,19,Partner App,4,T05
R20601,2025-03-18,Il Capriccio,Dinner,Margherita Pizza,Pizza,1,14,14,Walk-in,2,T14
R20995,2025-03-18,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,2,16,32,Walk-in,5,T02
R21033,2025-03-18,Bella Roma,Dinner,Diavola,Pizza,1,16,16,Partner App,3,T13
R20224,2025-03-19,La Trattoria,Lunch,Tiramisu,Dessert,1,8,8,Partner App,2,T25
R20228,2025-03-19,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Phone,4,T24
R20343,2025-03-19,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Phone,2,T25
R20351,2025-03-19,La Trattoria,Lunch,Risotto ai Funghi,Pasta,1,19,19,Online,3,T01
R20352,2025-03-19,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,1,14,14,Phone,3,T19
R20374,2025-03-19,Bella Roma,Dinner,Panna Cotta,Dessert,1,7,7,Walk-in,2,T19
R20592,2025-03-19,Il Capriccio,Lunch,Quattro Stagioni,Pizza,3,18,54,Online,3,T13
R20686,2025-03-19,La Trattoria,Lunch,Tiramisu,Dessert,1,8,8,Partner App,2,T25
R20809,2025-03-19,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Phone,3,T23
R20947,2025-03-19,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Partner App,4,T01
R21037,2025-03-19,La Trattoria,Dinner,Quattro Stagioni,Pizza,1,18,18,Online,2,T06
R20000,2025-03-20,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Walk-in,2,T16
R20066,2025-03-20,La Trattoria,Lunch,Risotto ai Funghi,Pasta,1,19,19,Partner App,1,T23
R20190,2025-03-20,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Partner App,3,T19
R20203,2025-03-20,Il Capriccio,Lunch,Espresso,Drinks,1,3,3,Online,4,T01
R20388,2025-03-20,Bella Roma,Dinner,Gelato,Dessert,1,6,6,Phone,4,T24
R20455,2025-03-20,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Phone,2,T21
R20527,2025-03-20,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Walk-in,3,T14
R20653,2025-03-20,Bella Roma,Lunch,Panna Cotta,Dessert,1,7,7,Partner App,3,T10
R20696,2025-03-20,Il Capriccio,Lunch,Diavola,Pizza,1,16,16,Phone,3,T04
R20847,2025-03-20,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,2,19,38,Partner App,2,T23
R21082,2025-03-20,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Phone,1,T19
R21118,2025-03-20,La Trattoria,Dinner,Quattro Stagioni,Pizza,2,18,36,Partner App,2,T11
R21160,2025-03-20,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Online,1,T17
R21164,2025-03-20,La Trattoria,Lunch,Panna Cotta,Dessert,1,7,7,Partner App,4,T11
R21182,2025-03-20,Bella Roma,Dinner,Risotto ai Funghi,Pasta,1,19,19,Phone,5,T25
R20256,2025-03-21,Il Capriccio,Dinner,Margherita Pizza,Pizza,1,14,14,Walk-in,3,T07
R20284,2025-03-21,Bella Roma,Lunch,Diavola,Pizza,1,16,16,Online,3,T25
R20318,2025-03-21,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Partner App,2,T07
R20356,2025-03-21,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Partner App,2,T23
R20385,2025-03-21,Il Capriccio,Lunch,Gelato,Dessert,1,6,6,Phone,3,T14
R20722,2025-03-21,Il Capriccio,Dinner,Gelato,Dessert,1,6,6,Partner App,3,T12
R20799,2025-03-21,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Phone,2,T03
R20879,2025-03-21,Bella Roma,Lunch,Gelato,Dessert,3,6,18,Partner App,2,T23
R21054,2025-03-21,La Trattoria,Dinner,Espresso,Drinks,1,3,3,Online,1,T02
R21179,2025-03-21,Il Capriccio,Dinner,Espresso,Drinks,1,3,3,Partner App,4,T10
R20051,2025-03-22,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Partner App,1,T02
R20151,2025-03-22,Il Capriccio,Lunch,Quattro Stagioni,Pizza,1,18,18,Walk-in,2,T09
R20271,2025-03-22,La Trattoria,Dinner,Panna Cotta,Dessert,1,7,7,Partner App,4,T21
R20315,2025-03-22,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Walk-in,4,T24
R20716,2025-03-22,Bella Roma,Dinner,Panna Cotta,Dessert,2,7,14,Phone,1,T12
R20777,2025-03-22,Bella Roma,Lunch,Lasagna,Pasta,1,18,18,Partner App,3,T14
R20887,2025-03-22,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Phone,4,T04
R20888,2025-03-22,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Walk-in,4,T22
R20962,2025-03-22,La Trattoria,Dinner,House Wine,Drinks,1,12,12,Walk-in,1,T17
R21091,2025-03-22,La Trattoria,Dinner,Tiramisu,Dessert,2,8,16,Online,6,T23
R21127,2025-03-22,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Partner App,3,T10
R21192,2025-03-22,Il Capriccio,Dinner,Espresso,Drinks,2,3,6,Partner App,4,T16
R20001,2025-03-23,Bella Roma,Lunch,Quattro Stagioni,Pizza,2,18,36,Online,2,T15
R20007,2025-03-23,Bella Roma,Dinner,Gelato,Dessert,1,6,6,Phone,1,T19
R20027,2025-03-23,Il Capriccio,Dinner,Quattro Stagioni,Pizza,2,18,36,Online,2,T03
R20098,2025-03-23,Bella Roma,Lunch,Gelato,Dessert,1,6,6,Partner App,2,T08
R20399,2025-03-23,Bella Roma,Lunch,Tiramisu,Dessert,2,8,16,Walk-in,3,T16
R20420,2025-03-23,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Walk-in,3,T10
R20448,2025-03-23,Il Capriccio,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,1,T06
R20569,2025-03-23,La Trattoria,Lunch,Panna Cotta,Dessert,1,7,7,Phone,2,T04
R20929,2025-03-23,La Trattoria,Lunch,House Wine,Drinks,1,12,12,Phone,2,T04
R20976,2025-03-23,Bella Roma,Lunch,Diavola,Pizza,1,16,16,Phone,5,T05
R20978,2025-03-23,Il Capriccio,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Phone,1,T23
R20998,2025-03-23,Bella Roma,Dinner,Penne Arrabbiata,Pasta,1,14,14,Phone,6,T08
R21075,2025-03-23,Bella Roma,Lunch,Espresso,Drinks,1,3,3,Online,3,T11
R21139,2025-03-23,Bella Roma,Dinner,Margherita Pizza,Pizza,1,14,14,Phone,1,T02
R20143,2025-03-24,La Trattoria,Dinner,Quattro Stagioni,Pizza,2,18,36,Online,4,T12
R20188,2025-03-24,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Phone,4,T05
R20553,2025-03-24,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Walk-in,3,T02
R20615,2025-03-24,Bella Roma,Lunch,Penne Arrabbiata,Pasta,2,14,28,Partner App,6,T06
R20705,2025-03-24,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,2,T20
R20746,2025-03-24,Il Capriccio,Lunch,Panna Cotta,Dessert,2,7,14,Walk-in,2,T16
R20827,2025-03-24,Il Capriccio,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,2,T17
R20898,2025-03-24,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Online,4,T05
R20936,2025-03-24,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Partner App,3,T11
R20964,2025-03-24,Il Capriccio,Lunch,Espresso,Drinks,1,3,3,Phone,2,T02
R21002,2025-03-24,Bella Roma,Lunch,Lasagna,Pasta,1,18,18,Online,2,T10
R21006,2025-03-24,Il Capriccio,Lunch,Espresso,Drinks,3,3,9,Partner App,2,T13
R21152,2025-03-24,La Trattoria,Dinner,Panna Cotta,Dessert,2,7,14,Phone,2,T02
R21181,2025-03-24,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Online,4,T05
R20168,2025-03-25,La Trattoria,Lunch,Sparkling Water,Drinks,2,4,8,Phone,2,T04
R20169,2025-03-25,Bella Roma,Lunch,Lasagna,Pasta,1,18,18,Online,3,T24
R20222,2025-03-25,La Trattoria,Lunch,Gelato,Dessert,1,6,6,Online,2,T03
R20252,2025-03-25,Bella Roma,Dinner,Quattro Stagioni,Pizza,1,18,18,Partner App,2,T02
R20394,2025-03-25,La Trattoria,Lunch,Tiramisu,Dessert,1,8,8,Walk-in,2,T09
R20414,2025-03-25,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Partner App,2,T12
R20637,2025-03-25,Bella Roma,Dinner,Margherita Pizza,Pizza,3,14,42,Partner App,1,T15
R20674,2025-03-25,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Walk-in,1,T19
R20894,2025-03-25,Bella Roma,Lunch,Lasagna,Pasta,2,18,36,Partner App,3,T17
R20970,2025-03-25,Il Capriccio,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,2,T09
R20122,2025-03-26,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Partner App,2,T06
R20391,2025-03-26,Bella Roma,Lunch,Penne Arrabbiata,Pasta,3,14,42,Partner App,2,T01
R20401,2025-03-26,Bella Roma,Lunch,Penne Arrabbiata,Pasta,3,14,42,Online,4,T14
R20542,2025-03-26,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Walk-in,2,T17
R20550,2025-03-26,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Partner App,1,T17
R20619,2025-03-26,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Walk-in,4,T09
R20659,2025-03-26,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Phone,3,T05
R20896,2025-03-26,La Trattoria,Lunch,Panna Cotta,Dessert,1,7,7,Phone,1,T03
R20983,2025-03-26,Bella Roma,Lunch,Tiramisu,Dessert,1,8,8,Online,6,T22
R21023,2025-03-26,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,3,16,48,Walk-in,1,T13
R20263,2025-03-27,Il Capriccio,Lunch,Espresso,Drinks,2,3,6,Walk-in,4,T10
R20338,2025-03-27,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Walk-in,1,T22
R20500,2025-03-27,Il Capriccio,Dinner,Quattro Stagioni,Pizza,2,18,36,Walk-in,4,T12
R20610,2025-03-27,La Trattoria,Dinner,Gelato,Dessert,1,6,6,Walk-in,4,T02
R20654,2025-03-27,Il Capriccio,Dinner,Lasagna,Pasta,2,18,36,Walk-in,1,T13
R20820,2025-03-27,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Partner App,3,T12
R20890,2025-03-27,Il Capriccio,Lunch,Quattro Stagioni,Pizza,1,18,18,Walk-in,3,T02
R20938,2025-03-27,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Walk-in,1,T10
R20968,2025-03-27,Il Capriccio,Dinner,Gelato,Dessert,1,6,6,Phone,3,T06
R20972,2025-03-27,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Walk-in,2,T08
R21126,2025-03-27,Bella Roma,Lunch,Panna Cotta,Dessert,1,7,7,Phone,4,T19
R21134,2025-03-27,Bella Roma,Dinner,Penne Arrabbiata,Pasta,1,14,14,Phone,2,T15
R20124,2025-03-28,La Trattoria,Lunch,Risotto ai Funghi,Pasta,1,19,19,Partner App,3,T12
R20133,2025-03-28,Bella Roma,Lunch,House Wine,Drinks,1,12,12,Walk-in,2,T22
R20244,2025-03-28,Il Capriccio,Lunch,House Wine,Drinks,1,12,12,Online,2,T15
R20274,2025-03-28,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Online,1,T23
R20293,2025-03-28,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Phone,5,T15
R20463,2025-03-28,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Walk-in,3,T11
R20677,2025-03-28,Bella Roma,Lunch,Gelato,Dessert,1,6,6,Online,2,T18
R20788,2025-03-28,Bella Roma,Dinner,Gelato,Dessert,1,6,6,Walk-in,1,T16
R21159,2025-03-28,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Phone,3,T04
R20034,2025-03-29,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Partner App,2,T21
R20223,2025-03-29,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Online,2,T15
R20305,2025-03-29,La Trattoria,Lunch,House Wine,Drinks,1,12,12,Partner App,1,T17
R20594,2025-03-29,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Phone,1,T01
R20668,2025-03-29,Il Capriccio,Dinner,Espresso,Drinks,3,3,9,Partner App,4,T20
R20845,2025-03-29,Il Capriccio,Dinner,Sparkling Water,Drinks,1,4,4,Partner App,2,T05
R21053,2025-03-29,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Partner App,2,T04
R21141,2025-03-29,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Phone,1,T22
R20093,2025-03-30,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,3,16,48,Online,1,T13
R20292,2025-03-30,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,2,T11
R20490,2025-03-30,La Trattoria,Lunch,House Wine,Drinks,3,12,36,Online,1,T07
R20543,2025-03-30,Bella Roma,Lunch,Margherita Pizza,Pizza,1,14,14,Phone,3,T03
R20865,2025-03-30,La Trattoria,Dinner,Tiramisu,Dessert,1,8,8,Online,5,T03
R20986,2025-03-30,Bella Roma,Dinner,Lasagna,Pasta,1,18,18,Online,4,T06
R21063,2025-03-30,Bella Roma,Dinner,Espresso,Drinks,2,3,6,Walk-in,2,T01
R21079,2025-03-30,Il Capriccio,Lunch,Sparkling Water,Drinks,1,4,4,Walk-in,2,T25
R20077,2025-03-31,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,3,T16
R20392,2025-03-31,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,1,19,19,Walk-in,6,T22
R20552,2025-03-31,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Online,2,T17
R20628,2025-03-31,Il Capriccio,Lunch,Espresso,Drinks,1,3,3,Phone,4,T09
R20990,2025-03-31,Bella Roma,Dinner,Lasagna,Pasta,1,18,18,Phone,2,T16
R21190,2025-03-31,La Trattoria,Dinner,Panna Cotta,Dessert,2,7,14,Partner App,3,T17
R20075,2025-04-01,Bella Roma,Dinner,Risotto ai Funghi,Pasta,1,19,19,Phone,4,T03
R20094,2025-04-01,Bella Roma,Lunch,Diavola,Pizza,1,16,16,Walk-in,1,T19
R20285,2025-04-01,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,2,14,28,Partner App,4,T17
R20555,2025-04-01,Bella Roma,Lunch,Penne Arrabbiata,Pasta,2,14,28,Online,2,T03
R20588,2025-04-01,La Trattoria,Dinner,Espresso,Drinks,1,3,3,Partner App,2,T05
R20691,2025-04-01,La Trattoria,Dinner,Tiramisu,Dessert,2,8,16,Walk-in,1,T09
R20810,2025-04-01,La Trattoria,Dinner,Diavola,Pizza,2,16,32,Walk-in,4,T12
R21113,2025-04-01,Il Capriccio,Lunch,Panna Cotta,Dessert,1,7,7,Online,5,T02
R21120,2025-04-01,Bella Roma,Dinner,Diavola,Pizza,3,16,48,Partner App,3,T07
R21149,2025-04-01,La Trattoria,Dinner,Margherita Pizza,Pizza,1,14,14,Online,2,T17
R20076,2025-04-02,Il Capriccio,Lunch,Panna Cotta,Dessert,1,7,7,Online,2,T10
R20460,2025-04-02,Bella Roma,Dinner,Espresso,Drinks,3,3,9,Phone,5,T01
R20544,2025-04-02,La Trattoria,Lunch,Espresso,Drinks,2,3,6,Online,2,T06
R20928,2025-04-02,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Partner App,2,T21
R20940,2025-04-02,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Online,3,T25
R20993,2025-04-02,Il Capriccio,Lunch,House Wine,Drinks,1,12,12,Walk-in,2,T16
R21049,2025-04-02,Bella Roma,Lunch,Penne Arrabbiata,Pasta,1,14,14,Partner App,4,T01
R21195,2025-04-02,La Trattoria,Dinner,Margherita Pizza,Pizza,1,14,14,Phone,5,T25
R20201,2025-04-03,La Trattoria,Dinner,Sparkling Water,Drinks,1,4,4,Online,1,T17
R20218,2025-04-03,Il Capriccio,Lunch,Espresso,Drinks,2,3,6,Walk-in,3,T25
R20339,2025-04-03,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,1,14,14,Walk-in,3,T21
R20426,2025-04-03,La Trattoria,Lunch,Panna Cotta,Dessert,1,7,7,Walk-in,4,T13
R20590,2025-04-03,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Phone,4,T18
R20736,2025-04-03,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Online,4,T24
R20807,2025-04-03,Bella Roma,Lunch,Margherita Pizza,Pizza,1,14,14,Phone,2,T06
R21056,2025-04-03,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Online,1,T03
R21093,2025-04-03,La Trattoria,Lunch,House Wine,Drinks,1,12,12,Online,2,T14
R21131,2025-04-03,La Trattoria,Dinner,Gelato,Dessert,1,6,6,Online,2,T25
R20063,2025-04-04,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Partner App,1,T22
R20137,2025-04-04,La Trattoria,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Online,1,T24
R20317,2025-04-04,Bella Roma,Dinner,Gelato,Dessert,3,6,18,Walk-in,4,T25
R20341,2025-04-04,La Trattoria,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Online,2,T16
R20450,2025-04-04,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Phone,3,T17
R20547,2025-04-04,Il Capriccio,Lunch,Diavola,Pizza,1,16,16,Partner App,1,T22
R20622,2025-04-04,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Phone,4,T02
R20679,2025-04-04,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Online,4,T21
R20703,2025-04-04,Bella Roma,Lunch,Panna Cotta,Dessert,1,7,7,Online,2,T10
R20740,2025-04-04,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Online,2,T10
R21117,2025-04-04,La Trattoria,Dinner,Quattro Stagioni,Pizza,1,18,18,Walk-in,2,T19
R20012,2025-04-05,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Phone,2,T09
R20345,2025-04-05,Bella Roma,Lunch,Espresso,Drinks,1,3,3,Partner App,2,T22
R20467,2025-04-05,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Walk-in,4,T03
R20471,2025-04-05,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Phone,2,T05
R20512,2025-04-05,Bella Roma,Lunch,Panna Cotta,Dessert,1,7,7,Walk-in,4,T24
R20532,2025-04-05,Il Capriccio,Dinner,Gelato,Dessert,1,6,6,Phone,4,T14
R20731,2025-04-05,Bella Roma,Dinner,House Wine,Drinks,1,12,12,Partner App,3,T02
R20745,2025-04-05,Bella Roma,Dinner,Espresso,Drinks,1,3,3,Phone,3,T08
R20760,2025-04-05,Bella Roma,Dinner,Espresso,Drinks,2,3,6,Phone,4,T02
R20781,2025-04-05,Il Capriccio,Dinner,Espresso,Drinks,2,3,6,Online,2,T13
R20824,2025-04-05,La Trattoria,Dinner,House Wine,Drinks,1,12,12,Phone,2,T04
R20092,2025-04-06,Bella Roma,Dinner,Margherita Pizza,Pizza,1,14,14,Walk-in,2,T07
R20155,2025-04-06,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Online,2,T06
R20509,2025-04-06,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Partner App,2,T15
R20573,2025-04-06,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Phone,1,T06
R20598,2025-04-06,Bella Roma,Dinner,Lasagna,Pasta,2,18,36,Phone,2,T16
